Type,Name,Number Build,SKU,Description,Short Description,Description Status,Categories,Tags,Brands,Vendor,Images,Image Info,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,meta_sds_map,meta_tds_map
simple,"AllPro Washi Tape 1 1/2""",616,AP-000000617,,"AllPro Washi Tape 1 1/2"" is a masking or project tape for defining paint lines, securing protection or joining compatible materials during preparation and finishing work. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"allpro, allpro washi tape 1 1/2"", painting tools & accessories, tools",AllPro,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/AP-000000617-allpro-washi-tape.png?raw=true,Images for Review,,,,,,,,,,
simple,AllPro Microfiber Roller Refill 15 mm,617,AP-000000618,,"AllPro Microfiber Roller Refill 15 mm is a paint-roller cover or refill for applying compatible coatings; its stated fabric, width and nap help determine finish texture, loading and surface reach. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"allpro, allpro microfiber roller refill 15 mm, painting tools & accessories, tools",AllPro,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/AP-000000618-allpro-microfiber-roller-refill-15mm.png?raw=true,Image Added,,,,,,,,,,
simple,"Pintar Foam Roller Refill 9 1/2""",618,PI-000000619,,"Pintar Foam Roller Refill 9 1/2"" is a paint-roller cover or refill for applying compatible coatings; its stated fabric, width and nap help determine finish texture, loading and surface reach. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"pintar, pintar foam roller refill 9 1/2"", painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000619-pintar-foam-roller-refill-9-5in.png?raw=true,Image Added,,,,,,,,,,
simple,Pintar Mini Cage Roller Frame,619,PI-000000620,,"Pintar Mini Cage Roller Frame is a reusable roller frame or handle for mounting a compatible cover and applying paint to the intended surface area. It is intended to give the applicator practical control over loading, placement and finish on the matching surface area. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"pintar, pintar mini cage roller frame, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000620-pintar-mini-cage-roller-frame.png?raw=true,Images for Review,,,,,Variants,"3"" | 4""",1,1,,
simple,Pintar High-Pile Roller Refill,620,PI-000000621,,"Pintar High-Pile Roller Refill is a paint-roller cover or refill for applying compatible coatings; its stated fabric, width and nap help determine finish texture, loading and surface reach. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"pintar, pintar high-pile roller refill, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000605-pintar-lint-free-roller-refill.png?raw=true,Images for Review,,,,,Variants,"3"" | 4""",1,1,,
simple,"Pintar Stain & Paint Brush 4""",621,PI-000000622,,"Pintar Stain & Paint Brush 4"" is a purpose-shaped brush for controlled application of compatible paint, stain or decorative coating; its filament style and profile suit the task named in the product. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"pintar, pintar stain & paint brush 4"", painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000622-pintar-stain-paint-brush-4in.png?raw=true,Image Added,,,,,,,,,,
simple,"Pintar Stain Brush 3""",622,PI-000000623,,"Pintar Stain Brush 3"" is a purpose-shaped brush for controlled application of compatible paint, stain or decorative coating; its filament style and profile suit the task named in the product. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"pintar, pintar stain brush 3"", painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000623-pintar-stain-brush-3in.png?raw=true,Image Added,,,,,,,,,,
simple,Metal Tray,623,PI-000000624,,"Metal Tray from Pintar is a paint tray or tray set for loading rollers and holding a practical working quantity of coating during application. Selection should be based on the specific task, material, working conditions and compatible products in the complete system. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"pintar, metal tray, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000613-pintar-4l-jumbo-metal-tray.png?raw=true,Images for Review,,,,,,,,,,
simple,Jumbo Refill,624,PI-000000625,,"Jumbo Refill from Pintar is a paint-roller cover or refill for applying compatible coatings; its stated fabric, width and nap help determine finish texture, loading and surface reach. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"pintar, jumbo refill, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000625-jumbo-roller-refill.png?raw=true,Images for Review,,,,,,,,,,
simple,"Polytarp Lightweight Plastic Sheeting 20' x 100' (2,000 sq ft)",625,POL-000000626,,"Polytarp Lightweight Plastic Sheeting 20' x 100' (2,000 sq ft) is a temporary surface-protection material for covering floors, furniture or adjacent areas against dust, drips and ordinary painting debris. Lay it over a clean, dry area, secure the edges safely, and confirm that any adhesive or film suits the underlying finish.",,Painting Tools & Accessories > Tools,"polytarp, polytarp lightweight plastic sheeting 20' x 100' (2,000 sq ft), painting tools & accessories, tools",Polytarp,POL02,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/POL-000000628-polytarp-lightweight-plastic-500sqft.png?raw=true,Images for Review,,,,,,,,,,
simple,1500 Sq.Ft Plastic Economy,626,POL-000000627,,"1500 Sq.Ft Plastic Economy from Polytarp is a temporary surface-protection material for covering floors, furniture or adjacent areas against dust, drips and ordinary painting debris. Lay it over a clean, dry area, secure the edges safely, and confirm that any adhesive or film suits the underlying finish.",,Painting Tools & Accessories > Tools,"polytarp, 1500 sq.ft plastic economy, painting tools & accessories, tools",Polytarp,POL02,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/POL-000000627-polytarp-plastic-economy-1500sqft.png?raw=true,Image Added,,,,,,,,,,
simple,Light Weight Plastic 500 Sq Ft,627,POL-000000628,,"Light Weight Plastic 500 Sq Ft from Polytarp is a temporary surface-protection material for covering floors, furniture or adjacent areas against dust, drips and ordinary painting debris. Lay it over a clean, dry area, secure the edges safely, and confirm that any adhesive or film suits the underlying finish.",,Painting Tools & Accessories > Tools,"polytarp, light weight plastic 500 sq ft, painting tools & accessories, tools",Polytarp,POL02,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/POL-000000628-polytarp-lightweight-plastic-500sqft.png?raw=true,Image Added,,,,,,,,,,
simple,ProDec Titan Roller Frame,628,PRO-000000629,,"ProDec Titan Roller Frame is a reusable roller frame or handle for mounting a compatible cover and applying paint to the intended surface area. It is intended to give the applicator practical control over loading, placement and finish on the matching surface area. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"prodec, prodec titan roller frame, painting tools & accessories, tools",ProDec,CANPRO,"https://static.wixstatic.com/media/e50c56_22f198e8f59b4b9dae0bd6630b0c8fc2~mv2.png/v1/fill/w_980,h_980,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/e50c56_22f198e8f59b4b9dae0bd6630b0c8fc2~mv2.png",Image Added,,,,,,,,,,
simple,ProDec Mini Roller Frame,629,PRO-000000630,,"ProDec Mini Roller Frame is a reusable roller frame or handle for mounting a compatible cover and applying paint to the intended surface area. It is intended to give the applicator practical control over loading, placement and finish on the matching surface area. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"prodec, prodec mini roller frame, painting tools & accessories, tools",ProDec,CANPRO,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PRO-000000630-prodec-mini-roller-frame.png?raw=true,Image Added,,,,,,,,,,
simple,"ProDec Ice Fusion 2 1/2"" Cutting-In Brush",630,PRO-000000631,,"ProDec Ice Fusion 2 1/2"" Cutting-In Brush is a purpose-shaped brush for controlled application of compatible paint, stain or decorative coating; its filament style and profile suit the task named in the product. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"prodec, prodec ice fusion 2 1/2"" cutting-in brush, painting tools & accessories, tools",ProDec,CANPRO,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PRO-000000631-prodec-ice-fusion-cutting-in-brush-2-5in.png?raw=true,Images for Review,,,,,,,,,,
simple,"ProDec Ice Fusion 2 1/2"" Angle Oval Brush",631,PRO-000000632,,"ProDec Ice Fusion 2 1/2"" Angle Oval Brush is a paint or decorative-finish brush whose stated shape, filament and size are intended to provide control for the named application. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"prodec, prodec ice fusion 2 1/2"" angle oval brush, painting tools & accessories, tools",ProDec,CANPRO,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PRO-000000632-prodec-ice-fusion-angle-oval-brush.png?raw=true,Images for Review,,,,,,,,,,
simple,ProDec Ice Fusion Roller Cover,632,PRO-000000633,,"ProDec Ice Fusion Roller Cover is a paint-roller cover or refill for applying compatible coatings; its stated fabric, width and nap help determine finish texture, loading and surface reach. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"prodec, prodec ice fusion roller cover, painting tools & accessories, tools",ProDec,CANPRO,"https://static.wixstatic.com/media/e50c56_d152dc0ad31943d5926be3f755a8cc4d~mv2.png/v1/fill/w_2000,h_2000,al_c,q_95,enc_avif,quality_auto/e50c56_d152dc0ad31943d5926be3f755a8cc4d~mv2.png",Image Added,,,,,,,,,,
